Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,80.56999969482422,81.5,76.5999984741211,76.93000030517578,76.93000030517578,338520
2023-01-04,77.25,77.41999816894531,72.7300033569336,72.83999633789062,72.83999633789062,352434
2023-01-05,73.25,74.91999816894531,72.45999908447266,73.66999816894531,73.66999816894531,300731
2023-01-06,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,73.7699966430664,258128
2023-01-09,73.47000122070312,76.73999786376953,73.47000122070312,74.62999725341797,74.62999725341797,329290
2023-01-10,74.86000061035156,75.91999816894531,73.83999633789062,75.12000274658203,75.12000274658203,307430
2023-01-11,74.77999877929688,77.83999633789062,74.30999755859375,77.41000366210938,77.41000366210938,350891
2023-01-12,77.69999694824219,79.16000366210938,77.0999984741211,78.38999938964844,78.38999938964844,307705
2023-01-13,78.31999969482422,80.11000061035156,77.97000122070312,79.86000061035156,79.86000061035156,283539
2023-01-17,80.0999984741211,81.2300033569336,78.52999877929688,80.18000030517578,80.18000030517578,312275
2023-01-18,80.97000122070312,82.37999725341797,78.94000244140625,79.4800033569336,79.4800033569336,92549
2023-01-19,79.13999938964844,81.18000030517578,78.12999725341797,80.33000183105469,80.33000183105469,58863
2023-01-20,80.5999984741211,81.63999938964844,79.69000244140625,81.30999755859375,81.30999755859375,300145
2023-01-23,81.79000091552734,82.63999938964844,81.05000305175781,81.62000274658203,81.62000274658203,297076
2023-01-24,81.62000274658203,82.22000122070312,79.66000366210938,80.12999725341797,80.12999725341797,288207
2023-01-25,80.26000213623047,81.2300033569336,79.44999694824219,80.1500015258789,80.1500015258789,297234
2023-01-26,80.4800033569336,82.13999938964844,79.91999816894531,81.01000213623047,81.01000213623047,291060
2023-01-27,81.22000122070312,82.4800033569336,79.04000091552734,79.68000030517578,79.68000030517578,367588
2023-01-30,80.04000091552734,80.48999786376953,77.66000366210938,77.9000015258789,77.9000015258789,327426
2023-01-31,77.91000366210938,79.25,76.55000305175781,78.87000274658203,78.87000274658203,312734
2023-02-01,79.05999755859375,79.7300033569336,76.05000305175781,76.41000366210938,76.41000366210938,360859
2023-02-02,76.79000091552734,77.23999786376953,74.97000122070312,75.87999725341797,75.87999725341797,339755
2023-02-03,75.91999816894531,78.0,73.0999984741211,73.38999938964844,73.38999938964844,413414
2023-02-06,73.2300033569336,74.51000213623047,72.25,74.11000061035156,74.11000061035156,380028
2023-02-07,74.56999969482422,77.5999984741211,74.3499984741211,77.13999938964844,77.13999938964844,408279
2023-02-08,77.48999786376953,78.56999969482422,77.08000183105469,78.47000122070312,78.47000122070312,353468
2023-02-09,78.44999694824219,78.83999633789062,76.5199966430664,78.05999755859375,78.05999755859375,324156
2023-02-10,77.68000030517578,80.33000183105469,77.47000122070312,79.72000122070312,79.72000122070312,356062
2023-02-13,79.94000244140625,80.62000274658203,78.44999694824219,80.13999938964844,80.13999938964844,301299
2023-02-14,79.05999755859375,79.61000061035156,77.45999908447266,79.05999755859375,79.05999755859375,299938
2023-02-15,78.83000183105469,79.1500015258789,77.25,78.58999633789062,78.58999633789062,264486
2023-02-16,78.54000091552734,79.54000091552734,77.91999816894531,78.48999786376953,78.48999786376953,117600
2023-02-17,78.06999969482422,78.25,75.05999755859375,76.33999633789062,76.33999633789062,93267
2023-02-21,76.52999877929688,77.51000213623047,75.69000244140625,76.16000366210938,76.16000366210938,402351
2023-02-22,76.11000061035156,76.55000305175781,73.80000305175781,73.94999694824219,73.94999694824219,332018
2023-02-23,73.91999816894531,75.98999786376953,73.83000183105469,75.38999938964844,75.38999938964844,333838
2023-02-24,75.5999984741211,76.62999725341797,74.08999633789062,76.31999969482422,76.31999969482422,329254
2023-02-27,76.41999816894531,76.81999969482422,74.98999786376953,75.68000030517578,75.68000030517578,266091
2023-02-28,75.76000213623047,77.83000183105469,75.55000305175781,77.05000305175781,77.05000305175781,300093
2023-03-01,76.8499984741211,77.8499984741211,76.12000274658203,77.69000244140625,77.69000244140625,342121
2023-03-02,77.73999786376953,78.58999633789062,77.2300033569336,78.16000366210938,78.16000366210938,260331
2023-03-03,77.88999938964844,79.9000015258789,75.83000183105469,79.68000030517578,79.68000030517578,374201
2023-03-06,79.91999816894531,80.62999725341797,78.31999969482422,80.45999908447266,80.45999908447266,292351
2023-03-07,80.5,80.94000244140625,77.05999755859375,77.58000183105469,77.58000183105469,398241
